Train: wpb=2048, num_updates=200, accuracy=5.1, loss=8.07
Train: wpb=2048, num_updates=500, accuracy=12.5, loss=7.08
Train: wpb=2048, num_updates=1000, accuracy=18.5, loss=6.35
Train: wpb=2048, num_updates=2000, accuracy=23.4, loss=5.79
Train: wpb=2048, num_updates=3000, accuracy=25.6, loss=5.53
Train: wpb=2048, num_updates=4000, accuracy=27.0, loss=5.37
Train: wpb=2048, num_updates=5000, accuracy=27.8, loss=5.26
Train: wpb=2048, num_updates=6000, accuracy=28.2, loss=5.19
Train: wpb=2048, num_updates=7000, accuracy=28.2, loss=5.16
Train: wpb=2048, num_updates=8000, accuracy=28.4, loss=5.12
Train: wpb=2048, num_updates=9000, accuracy=28.1, loss=5.13
Train: wpb=2048, num_updates=10000, accuracy=27.6, loss=5.16
Train: wpb=2048, num_updates=11000, accuracy=27.1, loss=5.19
Train: wpb=2048, num_updates=12000, accuracy=26.8, loss=5.21
Train: wpb=2048, num_updates=13000, accuracy=26.3, loss=5.25
Train: wpb=2048, num_updates=14000, accuracy=25.9, loss=5.28
Train: wpb=2048, num_updates=15000, accuracy=25.5, loss=5.31
Train: wpb=2048, num_updates=16000, accuracy=25.1, loss=5.34
Train: wpb=2048, num_updates=17000, accuracy=24.8, loss=5.36
Train: wpb=2048, num_updates=18000, accuracy=24.6, loss=5.37
Train: wpb=2048, num_updates=19000, accuracy=24.4, loss=5.39
Train: wpb=2048, num_updates=20000, accuracy=24.3, loss=5.40
Train: wpb=2048, num_updates=21000, accuracy=24.1, loss=5.41
Train: wpb=2048, num_updates=22000, accuracy=24.0, loss=5.42
Train: wpb=2048, num_updates=23000, accuracy=23.8, loss=5.43
Train: wpb=2048, num_updates=24000, accuracy=23.6, loss=5.44
Train: wpb=2048, num_updates=25000, accuracy=23.4, loss=5.46
Train: wpb=2048, num_updates=26000, accuracy=23.3, loss=5.48
Train: wpb=2048, num_updates=27000, accuracy=23.1, loss=5.48
Train: wpb=2048, num_updates=28000, accuracy=23.0, loss=5.49
Train: wpb=2048, num_updates=29000, accuracy=22.9, loss=5.49
Train: wpb=2048, num_updates=30000, accuracy=22.8, loss=5.50
Train: wpb=2048, num_updates=31000, accuracy=22.8, loss=5.50
Train: wpb=2048, num_updates=32000, accuracy=22.8, loss=5.50
Train: wpb=2048, num_updates=33000, accuracy=22.7, loss=5.50
Train: wpb=2048, num_updates=34000, accuracy=22.7, loss=5.50
Train: wpb=2048, num_updates=35000, accuracy=22.6, loss=5.51
Train: wpb=2048, num_updates=36000, accuracy=22.5, loss=5.51
Train: wpb=2048, num_updates=37000, accuracy=22.5, loss=5.51
Train: wpb=2048, num_updates=38000, accuracy=22.5, loss=5.50
Train: wpb=2048, num_updates=39000, accuracy=22.6, loss=5.50
Train: wpb=2047, num_updates=39177, accuracy=22.6, loss=5.50
| epoch 000 | train accuracy=22.6%, train loss=5.50
| epoch 000 | valid accuracy=27.9%, valid loss=4.87 (wikipedia)
| epoch 000 | valid accuracy=22.5%, valid loss=5.46 (El Periódico)
Train: wpb=2048, num_updates=200, accuracy=24.0, loss=5.25
Train: wpb=2048, num_updates=500, accuracy=23.3, loss=5.31
Train: wpb=2048, num_updates=1000, accuracy=23.3, loss=5.31
Train: wpb=2048, num_updates=2000, accuracy=22.8, loss=5.38
Train: wpb=2048, num_updates=3000, accuracy=22.6, loss=5.41
Train: wpb=2048, num_updates=4000, accuracy=22.6, loss=5.41
Train: wpb=2048, num_updates=5000, accuracy=22.7, loss=5.40
Train: wpb=2048, num_updates=6000, accuracy=22.9, loss=5.38
Train: wpb=2048, num_updates=7000, accuracy=23.1, loss=5.37
Train: wpb=2048, num_updates=8000, accuracy=23.3, loss=5.35
Train: wpb=2048, num_updates=9000, accuracy=23.4, loss=5.33
Train: wpb=2048, num_updates=10000, accuracy=23.4, loss=5.33
Train: wpb=2048, num_updates=11000, accuracy=23.4, loss=5.34
Train: wpb=2048, num_updates=12000, accuracy=23.3, loss=5.34
Train: wpb=2048, num_updates=13000, accuracy=23.4, loss=5.34
Train: wpb=2048, num_updates=14000, accuracy=23.4, loss=5.34
Train: wpb=2048, num_updates=15000, accuracy=23.4, loss=5.33
Train: wpb=2048, num_updates=16000, accuracy=23.5, loss=5.32
Train: wpb=2048, num_updates=17000, accuracy=23.6, loss=5.31
Train: wpb=2048, num_updates=18000, accuracy=23.7, loss=5.31
Train: wpb=2048, num_updates=19000, accuracy=23.8, loss=5.30
Train: wpb=2048, num_updates=20000, accuracy=23.8, loss=5.29
Train: wpb=2048, num_updates=21000, accuracy=23.9, loss=5.28
Train: wpb=2048, num_updates=22000, accuracy=24.0, loss=5.27
Train: wpb=2048, num_updates=23000, accuracy=24.1, loss=5.27
Train: wpb=2048, num_updates=24000, accuracy=24.1, loss=5.26
Train: wpb=2048, num_updates=25000, accuracy=24.1, loss=5.26
Train: wpb=2048, num_updates=26000, accuracy=24.2, loss=5.25
Train: wpb=2048, num_updates=27000, accuracy=24.2, loss=5.25
Train: wpb=2048, num_updates=28000, accuracy=24.3, loss=5.25
Train: wpb=2048, num_updates=29000, accuracy=24.3, loss=5.25
Train: wpb=2048, num_updates=30000, accuracy=24.4, loss=5.24
Train: wpb=2048, num_updates=31000, accuracy=24.4, loss=5.23
Train: wpb=2048, num_updates=32000, accuracy=24.5, loss=5.23
Train: wpb=2048, num_updates=33000, accuracy=24.6, loss=5.22
Train: wpb=2048, num_updates=34000, accuracy=24.6, loss=5.21
Train: wpb=2048, num_updates=35000, accuracy=24.7, loss=5.21
Train: wpb=2048, num_updates=36000, accuracy=24.8, loss=5.20
Train: wpb=2048, num_updates=37000, accuracy=24.8, loss=5.20
Train: wpb=2048, num_updates=38000, accuracy=24.8, loss=5.19
