Train: wpb=2048, num_updates=200, accuracy=11.8, loss=7.24
Train: wpb=2048, num_updates=500, accuracy=16.0, loss=6.53
Train: wpb=2048, num_updates=1000, accuracy=19.5, loss=6.04
Train: wpb=2048, num_updates=2000, accuracy=23.2, loss=5.58
Train: wpb=2048, num_updates=3000, accuracy=25.4, loss=5.32
Train: wpb=2048, num_updates=4000, accuracy=26.8, loss=5.15
Train: wpb=2048, num_updates=5000, accuracy=27.9, loss=5.02
Train: wpb=2048, num_updates=6000, accuracy=28.8, loss=4.92
Train: wpb=2048, num_updates=7000, accuracy=29.5, loss=4.83
Train: wpb=2048, num_updates=8000, accuracy=30.1, loss=4.76
Train: wpb=2048, num_updates=9000, accuracy=30.6, loss=4.70
Train: wpb=2048, num_updates=10000, accuracy=31.1, loss=4.65
Train: wpb=2048, num_updates=11000, accuracy=31.5, loss=4.60
Train: wpb=2048, num_updates=12000, accuracy=31.9, loss=4.56
Train: wpb=2048, num_updates=13000, accuracy=32.2, loss=4.52
Train: wpb=2048, num_updates=14000, accuracy=32.5, loss=4.48
Train: wpb=2048, num_updates=15000, accuracy=32.8, loss=4.45
Train: wpb=2048, num_updates=16000, accuracy=33.0, loss=4.42
Train: wpb=2048, num_updates=17000, accuracy=33.3, loss=4.39
Train: wpb=2048, num_updates=18000, accuracy=33.5, loss=4.37
Train: wpb=2048, num_updates=19000, accuracy=33.7, loss=4.34
Train: wpb=2048, num_updates=20000, accuracy=33.9, loss=4.32
Train: wpb=2048, num_updates=21000, accuracy=34.1, loss=4.30
Train: wpb=2048, num_updates=22000, accuracy=34.2, loss=4.28
Train: wpb=2048, num_updates=23000, accuracy=34.4, loss=4.26
Train: wpb=2048, num_updates=24000, accuracy=34.6, loss=4.24
Train: wpb=2048, num_updates=25000, accuracy=34.7, loss=4.23
Train: wpb=2048, num_updates=26000, accuracy=34.8, loss=4.21
Train: wpb=2048, num_updates=27000, accuracy=35.0, loss=4.20
Train: wpb=2048, num_updates=28000, accuracy=35.1, loss=4.18
Train: wpb=2048, num_updates=29000, accuracy=35.2, loss=4.17
Train: wpb=2048, num_updates=30000, accuracy=35.3, loss=4.15
Train: wpb=2048, num_updates=31000, accuracy=35.4, loss=4.14
Train: wpb=2048, num_updates=32000, accuracy=35.5, loss=4.13
Train: wpb=2048, num_updates=33000, accuracy=35.6, loss=4.12
Train: wpb=2048, num_updates=34000, accuracy=35.7, loss=4.11
Train: wpb=2048, num_updates=35000, accuracy=35.8, loss=4.09
Train: wpb=2048, num_updates=36000, accuracy=35.9, loss=4.08
Train: wpb=2048, num_updates=37000, accuracy=36.0, loss=4.07
Train: wpb=2048, num_updates=38000, accuracy=36.1, loss=4.06
Train: wpb=2048, num_updates=39000, accuracy=36.2, loss=4.05
Train: wpb=2047, num_updates=39177, accuracy=36.2, loss=4.05
| epoch 000 | train accuracy=36.2%, train loss=4.05
| epoch 000 | valid accuracy=40.6%, valid loss=3.56 (wikipedia)
| epoch 000 | valid accuracy=32.9%, valid loss=4.35 (El Periódico)
Train: wpb=2048, num_updates=200, accuracy=39.5, loss=3.62
Train: wpb=2048, num_updates=500, accuracy=39.5, loss=3.62
Train: wpb=2048, num_updates=1000, accuracy=39.6, loss=3.62
